Motion Vectors for input frame = 1, reference frame = 0
block, mb_type, partitionType, MV[0].x, MV[0].y, MV[1].x, MV[1].y, MV[2].x, MV[2].y, MV[3].x, MV[3].y, cost
4072, 1, 1, -35, -11, -32, -10, -33, -9, -32, -10, 2047
4073, 1, 1, -30, -5, -24, -9, -32, -10, -34, -11, 354
4074, 1, 3, -24, -8, -23, -7, -24, -8, -23, -7, 373
4075, 1, 2, -26, -6, -26, -6, -26, -8, -26, -8, 199
4076, 1, 2, -23, -6, -23, -6, -22, -4, -22, -4, 336
4077, 1, 0, -24, -2, -24, -2, -24, -2, -24, -2, 208
4078, 1, 2, -24, -5, -24, -5, -22, 16, -22, 16, 160
4079, 1, 1, -32, -5, -16, -4, -30, -33, -24, -13, 1104
4080, 1, 1, -9, -2, -10, -1, -7, 3, -9, 0, 1288
4081, 1, 1, -6, 1, -7, 1, -8, 1, 2, -2, 692
4082, 1, 1, -7, -2, -9, 1, -10, 2, -10, 0, 464
4083, 1, 0, -10, 2, -10, 2, -10, 2, -10, 2, 217
4084, 1, 0, -8, 0, -8, 0, -8, 0, -8, 0, 60
4085, 1, 0, -12, 0, -12, 0, -12, 0, -12, 0, 36
4086, 1, 2, -7, -2, -7, -2, -5, -4, -5, -4, 261
4087, 1, 2, -4, -4, -4, -4, -3, -1, -3, -1, 553
4088, 1, 1, -10, -2, -1, 1, -7, 3, -22, 7, 626
4089, 1, 1, -14, 10, -7, 0, 5, -5, -7, -3, 612
4090, 1, 1, -8, -3, -25, -14, -7, -4, -1, -23, 1215
4091, 1, 1, 21, 7, 19, 4, 38, 45, -10, -22, 923
4092, 1, 1, -10, -28, -11, -23, -7, -23, -32, -13, 469
4093, 1, 1, -5, -80, -4, -68, -1, -64, -3, -51, 643
4094, 1, 1, -1, -37, -28, 54, -7, 23, -24, 51, 319
4095, 1, 0, -36, 48, -36, 48, -36, 48, -36, 48, 469
4096, 1, 1, -20, 30, -13, 11, -16, 24, -6, 27, 495
4097, 1, 1, 0, -6, -13, -2, -21, -16, -10, -1, 917
4098, 1, 2, -8, -2, -8, -2, -7, -5, -7, -5, 1678
4099, 1, 3, -6, -3, -10, -2, -6, -3, -10, -2, 1429
4100, 1, 1, -3, 0, -13, 25, -3, -1, -1, 0, 1218
4101, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 165
4102, 1, 2, 30, -16, 30, -16, -8, -4, -8, -4, 52
4103, 1, 2, 0, 0, 0, 0, 0, -4, 0, -4, 48
4104, 1, 2, -2, -6, -2, -6, 0, -4, 0, -4, 94
4105, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 84
4106, 1, 2, 0, 0, 0, 0, -8, -4, -8, -4, 172
4107, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 126
4108, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 125
4109, 1, 2, -4, -1, -4, -1, 0, -8, 0, -8, 245
4110, 1, 3, -4, -7, -3, -2, -4, -7, -3, -2, 2191
4111, 1, 1, -3, 7, -9, -4, -6, -5, -6, -5, 2041
4112, 1, 3, -8, -4, -10, -6, -8, -4, -10, -6, 918
4113, 1, 3, -8, -3, -8, -4, -8, -3, -8, -4, 787
4114, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 214
4115, 1, 0, -46, -48, -46, -48, -46, -48, -46, -48, 196
4116, 1, 1, -68, 2, -44, -20, -76, -30, -88, -24, 117
4117, 1, 3, -112, -18, -16, 16, -112, -18, -16, 16, 154
4118, 1, 0, 12, 32, 12, 32, 12, 32, 12, 32, 120
4119, 1, 2, 16, 36, 16, 36, 9, 2, 9, 2, 269
4120, 1, 2, -8, -4, -8, -4, -55, -2, -55, -2, 601
4121, 1, 2, -8, -4, -8, -4, -10, 30, -10, 30, 273
4122, 1, 2, -16, -2, -16, -2, -32, 28, -32, 28, 367
4123, 1, 1, -14, 7, -32, 16, -4, 62, -91, -47, 594
4124, 1, 3, -4, -6, -23, 59, -4, -6, -23, 59, 448
4125, 1, 1, -9, -4, -11, -4, -9, -3, -9, -3, 1107
4126, 1, 1, -10, -4, -11, -4, -8, -4, -10, -4, 640
4127, 1, 2, -11, -5, -11, -5, -12, -4, -12, -4, 1423
4128, 1, 1, -11, -6, -3, -5, -9, -4, -13, -4, 1329
4129, 1, 1, -17, -6, -47, -51, -50, -8, -8, -4, 1208
4130, 1, 3, -11, -43, -9, -5, -11, -43, -9, -5, 1636
4131, 1, 1, -12, -16, 58, 0, -16, -3, -27, -5, 1084
4132, 1, 1, -12, -4, -6, -18, -20, -4, -12, -5, 1348
4133, 1, 2, -11, -5, -11, -5, -51, -5, -51, -5, 1322
4134, 1, 0, -13, -5, -13, -5, -13, -5, -13, -5, 1578
4135, 1, 1, -12, -4, -12, -47, -11, -4, -11, -6, 1677
4136, 1, 1, -10, -6, 34, -46, -11, -4, -10, -4, 1621
4137, 1, 2, -12, -6, -12, -6, -12, -4, -12, -4, 1535
4138, 1, 3, -9, -5, -15, 4, -9, -5, -15, 4, 548
4139, 1, 1, -12, -5, -11, -5, -10, -4, -14, -4, 574
4140, 1, 1, -14, -7, -11, -5, -14, -7, -12, -5, 1553
4141, 1, 2, -12, -5, -12, -5, -11, -5, -11, -5, 584
4142, 1, 1, -12, -5, -11, -1, -11, -5, -15, -7, 896
4143, 1, 1, -12, -2, -12, -6, -15, -6, -9, -5, 1106
4144, 1, 1, -13, -39, -13, -6, -12, -8, -11, -6, 1144
4145, 1, 0, -12, -6, -12, -6, -12, -6, -12, -6, 882
4146, 1, 0, -12, -5, -12, -5, -12, -5, -12, -5, 653
4147, 1, 2, 1, -16, 1, -16, -12, -4, -12, -4, 488
4148, 1, 0, 46, 12, 46, 12, 46, 12, 46, 12, 174
4149, 1, 3, 58, 10, 26, 2, 58, 10, 26, 2, 198
4150, 1, 1, -15, -3, 27, 28, 62, 14, 33, 29, 230
4151, 1, 0, -14, -5, -14, -5, -14, -5, -14, -5, 493
4152, 1, 0, 0, -5, 0, -5, 0, -5, 0, -5, 166
4153, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108
4154, 1, 2, 0, 0, 0, 0, 18, 20, 18, 20, 217
4155, 1, 0, -14, -6, -14, -6, -14, -6, -14, -6, 782
4156, 1, 2, -14, -6, -14, -6, -12, -8, -12, -8, 393
4157, 1, 3, -16, -3, -12, -4, -16, -3, -12, -4, 348
4158, 1, 0, -15, -4, -15, -4, -15, -4, -15, -4, 480
4159, 1, 0, -12, -4, -12, -4, -12, -4, -12, -4, 326
4160, 1, 3, -28, -3, 16, -4, -28, -3, 16, -4, 237
4161, 1, 0, -16, -3, -16, -3, -16, -3, -16, -3, 194
4162, 1, 1, -21, -3, -20, -4, -12, -4, -20, -4, 256
4163, 1, 1, -15, -4, -20, -4, -20, -4, -18, -28, 419
4164, 1, 2, -22, -6, -22, -6, -48, -4, -48, -4, 373
4165, 1, 1, -42, -6, -58, -4, -65, -4, -44, -6, 369
4166, 1, 1, -22, -5, -14, -6, -22, 0, -19, -4, 1075
4167, 1, 1, -18, -5, -19, -4, -20, -5, -17, -6, 1173
4168, 1, 2, -19, -5, -19, -5, -18, -6, -18, -6, 995
4169, 1, 1, -18, -4, -20, -16, -17, -5, -20, -48, 718
4170, 1, 1, -54, -10, -19, -7, -55, -1, -20, -2, 1248
4171, 1, 1, -18, -7, -17, -8, -18, 3, -18, -8, 2127
4172, 1, 1, -18, -5, -19, -6, -19, -7, -19, -9, 1780
4173, 1, 1, -19, -6, -20, -7, -19, -8, -18, -8, 1846
4174, 1, 1, -19, -5, -17, -7, -19, -7, -17, -6, 2377
4175, 1, 3, -19, -7, -17, -7, -19, -7, -17, -7, 2240
4176, 1, 0, -16, -4, -16, -4, -16, -4, -16, -4, 196
4177, 1, 3, -16, -4, -20, -4, -16, -4, -20, -4, 54
4178, 1, 2, -21, -4, -21, -4, -19, -9, -19, -9, 384
4179, 1, 2, -18, -6, -18, -6, -19, -9, -19, -9, 848
4180, 1, 2, -18, -8, -18, -8, -19, -8, -19, -8, 1620
4181, 1, 0, -20, -7, -20, -7, -20, -7, -20, -7, 585
4182, 1, 2, -24, -8, -24, -8, -22, -5, -22, -5, 395
4183, 1, 2, -21, -8, -21, -8, -23, -8, -23, -8, 626
4184, 1, 1, -20, -9, -32, -13, -20, -8, -27, -7, 791
4185, 1, 3, -17, -4, -24, -7, -17, -4, -24, -7, 1031
4186, 1, 0, -28, -8, -28, -8, -28, -8, -28, -8, 903
4187, 1, 1, -25, -9, -19, -8, -26, -8, -27, -7, 609
4188, 1, 2, 0, -5, 0, -5, -24, -7, -24, -7, 379
4189, 1, 1, -28, -8, -27, -7, -24, -8, -27, -7, 308
4190, 1, 2, -13, -13, -13, -13, -27, -8, -27, -8, 280
4191, 1, 1, -32, -14, 48, 1, -30, -8, -30, -10, 247
4192, 1, 2, -32, -8, -32, -8, -24, -8, -24, -8, 229
4193, 1, 2, -32, -10, -32, -10, -30, -10, -30, -10, 935
4194, 1, 1, -23, -7, -23, -6, -22, -6, -20, -6, 924
4195, 1, 3, -22, -7, -26, -8, -22, -7, -26, -8, 65
4196, 1, 0, -24, -4, -24, -4, -24, -4, -24, -4, 36
4197, 1, 0, -26, -2, -26, -2, -26, -2, -26, -2, 20
4198, 1, 0, -46, 0, -46, 0, -46, 0, -46, 0, 95
4199, 1, 1, -8, -59, -25, -3, -19, -7, -38, -7, 2351
4200, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 316
4201, 1, 1, -9, -1, 4, -7, 12, 4, -8, 12, 263
4202, 1, 0, -8, 0, -8, 0, -8, 0, -8, 0, 255
4203, 1, 0, -2, 2, -2, 2, -2, 2, -2, 2, 155
4204, 1, 0, -8, 0, -8, 0, -8, 0, -8, 0, 131
4205, 1, 0, -12, 2, -12, 2, -12, 2, -12, 2, 100
4206, 1, 0, -6, -4, -6, -4, -6, -4, -6, -4, 214
4207, 1, 3, -7, -3, -3, -3, -7, -3, -3, -3, 908
4208, 1, 1, -4, -6, -15, 2, 19, -8, 3, -2, 682
4209, 1, 1, 2, -2, -8, -3, -6, 2, -8, 0, 560
4210, 1, 1, -7, -3, -5, -22, -6, -2, -6, -3, 1577
4211, 1, 2, -7, -23, -7, -23, -3, -2, -3, -2, 1670
4212, 1, 3, 4, 0, -8, -2, 4, 0, -8, -2, 817
4213, 1, 1, -5, -51, -4, -94, -5, -94, 1, -4, 806
4214, 1, 2, -8, 18, -8, 18, -8, 0, -8, 0, 255
4215, 1, 1, -17, -7, -22, 24, -9, -7, -4, -4, 688
4216, 1, 1, -16, 24, -7, 15, -6, -2, -5, 19, 348
4217, 1, 1, -16, -32, -39, -34, -9, 7, -13, -7, 971
4218, 1, 1, -20, -5, -5, -3, -19, -7, -4, -4, 1733
4219, 1, 1, -6, -2, -10, -2, -5, -5, 4, -10, 628
4220, 1, 2, -6, 0, -6, 0, 14, 16, 14, 16, 254
4221, 1, 2, -7, 27, -7, 27, -8, 10, -8, 10, 118
4222, 1, 2, -8, -4, -8, -4, 46, 8, 46, 8, 158
4223, 1, 2, -8, -4, -8, -4, 63, 4, 63, 4, 151
4224, 1, 2, -8, -4, -8, -4, -19, 24, -19, 24, 132
4225, 1, 1, -8, -4, -8, -4, -8, 20, -8, 16, 56
4226, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 149
4227, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 0
4228, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 72
4229, 1, 0, -10, -3, -10, -3, -10, -3, -10, -3, 353
4230, 1, 1, -4, -4, -3, -4, -4, -3, -4, -3, 841
4231, 1, 2, -8, -4, -8, -4, -9, -3, -9, -3, 1186
4232, 1, 1, -7, -5, -7, -3, -6, -3, -6, -3, 1706
4233, 1, 2, -9, 0, -9, 0, -8, -4, -8, -4, 210
4234, 1, 2, -6, -4, -6, -4, 12, -5, 12, -5, 200
4235, 1, 0, -34, -81, -34, -81, -34, -81, -34, -81, 146
4236, 1, 0, 46, -30, 46, -30, 46, -30, 46, -30, 128
4237, 1, 2, -74, -24, -74, -24, -14, -46, -14, -46, 134
4238, 1, 0, 12, -32, 12, -32, 12, -32, 12, -32, 170
4239, 1, 2, -8, -8, -8, -8, -38, 14, -38, 14, 688
4240, 1, 3, 36, 32, 22, 26, 36, 32, 22, 26, 351
4241, 1, 0, -26, 38, -26, 38, -26, 38, -26, 38, 326
4242, 1, 2, -51, 58, -51, 58, -66, 30, -66, 30, 236
4243, 1, 2, -4, 30, -4, 30, 24, 0, 24, 0, 233
4244, 1, 0, -4, 0, -4, 0, -4, 0, -4, 0, 179
4245, 1, 3, -14, 0, -9, -4, -14, 0, -9, -4, 951
4246, 1, 3, -10, -1, -10, -4, -10, -1, -10, -4, 464
4247, 1, 1, -11, -4, -11, -5, -11, -3, -8, -3, 1876
4248, 1, 1, -11, -6, -11, -4, -8, -3, -10, -4, 1880
4249, 1, 1, -11, -5, -10, -6, -11, -4, -11, -4, 1326
4250, 1, 1, -11, -4, -10, -3, -10, -1, -10, -6, 1102
4251, 1, 0, -11, -5, -11, -5, -11, -5, -11, -5, 1159
4252, 1, 0, -11, -4, -11, -4, -11, -4, -11, -4, 1504
4253, 1, 1, -12, -4, -51, -4, -12, -5, -9, -5, 1383
4254, 1, 2, 4, -4, 4, -4, -11, -5, -11, -5, 1342
4255, 1, 1, -11, -4, -11, -5, -11, -5, -9, 2, 1069
4256, 1, 1, -11, -6, -12, -7, -11, -5, -11, -3, 1446
4257, 1, 1, -11, -5, -13, -5, -12, -4, -10, -6, 1929
4258, 1, 1, -10, -6, 38, 43, -11, -5, 47, 13, 774
4259, 1, 2, -10, -4, -10, -4, 44, 32, 44, 32, 304
4260, 1, 1, -24, -13, -11, -4, 2, -4, -1, -46, 1384
4261, 1, 1, -8, -4, -7, -6, -8, -7, -1, 9, 862
4262, 1, 1, -10, -8, -18, 1, -12, -2, -9, -9, 797
4263, 1, 1, -11, 1, -9, -6, -47, -17, -9, -5, 1534
4264, 1, 1, -17, -3, -10, -6, -9, -6, -10, -5, 1236
4265, 1, 0, -13, -5, -13, -5, -13, -5, -13, -5, 1988
4266, 1, 2, -2, 2, -2, 2, -4, -9, -4, -9, 326
4267, 1, 2, 7, -4, 7, -4, 10, -16, 10, -16, 160
4268, 1, 0, 20, -19, 20, -19, 20, -19, 20, -19, 195
4269, 1, 0, 17, -11, 17, -11, 17, -11, 17, -11, 186
4270, 1, 0, 40, 23, 40, 23, 40, 23, 40, 23, 205
4271, 1, 2, 0, -10, 0, -10, 0, -34, 0, -34, 104
4272, 1, 0, 35, -13, 35, -13, 35, -13, 35, -13, 127
4273, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130
4274, 1, 3, -34, 0, -10, -12, -34, 0, -10, -12, 79
4275, 1, 3, -16, -4, -15, -5, -16, -4, -15, -5, 1710
4276, 1, 2, -11, -7, -11, -7, -12, -4, -12, -4, 149
4277, 1, 2, -16, 26, -16, 26, -16, -4, -16, -4, 32
4278, 1, 2, 19, 16, 19, 16, -14, -6, -14, -6, 89
4279, 1, 0, -12, -4, -12, -4, -12, -4, -12, -4, 199
4280, 1, 3, 2, -1, -14, -4, 2, -1, -14, -4, 128
4281, 1, 0, -16, -4, -16, -4, -16, -4, -16, -4, 96
4282, 1, 0, -16, -4, -16, -4, -16, -4, -16, -4, 233
4283, 1, 2, -20, -4, -20, -4, -73, -12, -73, -12, 207
4284, 1, 3, -16, 0, -24, -4, -16, 0, -24, -4, 197
4285, 1, 1, -33, 6, -32, -4, -29, -5, -32, -9, 231
4286, 1, 1, -24, -4, -25, -6, -42, 1, -23, -4, 744
4287, 1, 2, -19, -8, -19, -8, -19, -4, -19, -4, 1612
4288, 1, 1, -16, -6, -19, -4, -15, -5, -10, -6, 1184
4289, 1, 0, -19, -4, -19, -4, -19, -4, -19, -4, 650
4290, 1, 0, -20, -4, -20, -4, -20, -4, -20, -4, 831
4291, 1, 1, -18, -6, -18, -5, -18, -1, -17, -5, 1530
4292, 1, 1, -18, -6, -19, -5, -19, -8, -19, -6, 2317
4293, 1, 1, -18, -6, -19, -9, -19, -7, -18, -7, 2703
4294, 1, 2, -19, -8, -19, -8, -18, -6, -18, -6, 2971
4295, 1, 1, -20, -6, -18, -8, -20, -5, -18, -5, 1855
4296, 1, 1, -19, -9, -16, -6, -20, 11, -20, -8, 255
4297, 1, 3, -20, -6, -17, -8, -20, -6, -17, -8, 217
4298, 1, 0, -20, -8, -20, -8, -20, -8, -20, -8, 1776
4299, 1, 2, -19, -7, -19, -7, -16, -8, -16, -8, 1792
4300, 1, 3, -19, -7, -1, -8, -19, -7, -1, -8, 2464
4301, 1, 3, 23, -9, -7, -5, 23, -9, -7, -5, 2308
4302, 1, 3, -21, -5, -20, -8, -21, -5, -20, -8, 698
4303, 1, 3, -23, -7, -21, -7, -23, -7, -21, -7, 1406
4304, 1, 1, -20, -9, -26, -6, -18, -6, -25, -7, 499
4305, 1, 1, -23, -4, -23, -7, -25, -8, -24, -8, 681
4306, 1, 1, -24, -6, -28, -8, -23, -9, -26, -7, 661
4307, 1, 1, -25, -5, -22, -6, -27, -8, -24, -8, 667
4308, 1, 1, -26, -6, -22, -6, -27, -8, -25, -7, 517
4309, 1, 1, -23, -7, -26, -6, -24, -6, -24, -9, 264
4310, 1, 1, -26, -7, -26, -9, -29, -10, -29, -9, 1068
4311, 1, 2, -27, -9, -27, -9, -27, -7, -27, -7, 1020
4312, 1, 2, -24, -8, -24, -8, -26, -6, -26, -6, 348
4313, 1, 2, -32, -12, -32, -12, -31, -8, -31, -8, 328
4314, 1, 1, -31, -12, -20, -8, -27, -9, -51, -9, 537
4315, 1, 0, -23, -8, -23, -8, -23, -8, -23, -8, 241
4316, 1, 0, -24, -8, -24, -8, -24, -8, -24, -8, 120
4317, 1, 0, 20, -6, 20, -6, 20, -6, 20, -6, 42
4318, 1, 0, -52, -16, -52, -16, -52, -16, -52, -16, 16
4319, 1, 2, -21, 11, -21, 11, -16, -4, -16, -4, 789
4320, 1, 0, 11, 0, 11, 0, 11, 0, 11, 0, 256
4321, 1, 0, -12, 0, -12, 0, -12, 0, -12, 0, 168
4322, 1, 2, -4, -3, -4, -3, -4, -4, -4, -4, 251
4323, 1, 2, 3, -2, 3, -2, -6, -4, -6, -4, 397
4324, 1, 2, -8, -1, -8, -1, -4, -2, -4, -2, 268
4325, 1, 2, -10, 0, -10, 0, -4, -2, -4, -2, 173
4326, 1, 0, -6, -2, -6, -2, -6, -2, -6, -2, 319
4327, 1, 1, -5, -1, -2, -3, -4, -3, -6, -2, 628
4328, 1, 3, -5, 0, 21, -13, -5, 0, 21, -13, 368
4329, 1, 0, -6, -3, -6, -3, -6, -3, -6, -3, 535
4330, 1, 3, -5, -3, -5, -2, -5, -3, -5, -2, 1811
4331, 1, 1, -4, -4, -2, -6, -2, -3, -4, -4, 1571
4332, 1, 3, 4, 0, -8, -3, 4, 0, -8, -3, 765
4333, 1, 1, -6, -122, 0, 0, -1, -123, 0, -20, 829
4334, 1, 2, -8, -16, -8, -16, 0, -36, 0, -36, 377
4335, 1, 3, 6, -42, -5, -1, 6, -42, -5, -1, 754
4336, 1, 3, 15, -10, -10, -2, 15, -10, -10, -2, 288
4337, 1, 3, -12, 1, -8, 1, -12, 1, -8, 1, 387
4338, 1, 1, -10, 0, -7, -4, -6, -3, -5, -3, 2019
4339, 1, 1, -5, -4, 0, -8, -5, -4, -3, -1, 1872
4340, 1, 2, 28, -4, 28, -4, -4, -7, -4, -7, 300
4341, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 176
4342, 1, 1, 71, 5, 56, -8, 43, -5, -35, -12, 268
4343, 1, 2, 53, 20, 53, 20, 63, 38, 63, 38, 267
4344, 1, 2, -10, 18, -10, 18, 4, -4, 4, -4, 88
4345, 1, 2, -58, 20, -58, 20, -8, -4, -8, -4, 117
4346, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 105
4347, 1, 2, -8, -4, -8, -4, 4, -4, 4, -4, 164
4348, 1, 2, -7, -4, -7, -4, 3, -5, 3, -5, 256
4349, 1, 0, -8, -4, -8, -4, -8, -4, -8, -4, 153
4350, 1, 1, -9, 1, -6, -6, -10, -2, 4, -4, 232
4351, 1, 1, -8, -4, -8, -2, -8, -3, -7, -4, 420
4352, 1, 1, -8, -3, -6, -6, -10, -1, -6, -6, 1601
4353, 1, 1, -8, -4, -6, -4, -5, -3, -6, -2, 435
4354, 1, 3, -8, -4, -5, -4, -8, -4, -5, -4, 546
4355, 1, 1, -7, -16, 4, -32, -6, -7, -4, -8, 324
4356, 1, 2, -10, 30, -10, 30, 2, -2, 2, -2, 134
4357, 1, 3, -35, 32, 20, -13, -35, 32, 20, -13, 221
4358, 1, 3, 12, -10, -12, -20, 12, -10, -12, -20, 175
4359, 1, 2, -10, -2, -10, -2, -21, 9, -21, 9, 478
4360, 1, 3, 40, 56, -3, -6, 40, 56, -3, -6, 504
4361, 1, 0, -11, -16, -11, -16, -11, -16, -11, -16, 408
4362, 1, 2, -61, 6, -61, 6, 0, -24, 0, -24, 326
4363, 1, 1, -98, -2, 3, -16, -7, -28, -4, -6, 710
4364, 1, 1, -3, -16, -4, -32, -4, 2, -6, 25, 249
4365, 1, 1, -12, -32, -3, -15, -10, -2, -11, -22, 351
4366, 1, 1, -35, 0, -36, -6, 24, 30, -8, 8, 389
4367, 1, 3, -14, -5, -9, -5, -14, -5, -9, -5, 1116
4368, 1, 1, -9, -6, -8, -4, -8, -6, 21, -16, 1199
4369, 1, 0, -10, -4, -10, -4, -10, -4, -10, -4, 822
4370, 1, 1, -8, -47, -79, -1, 10, -5, -10, -3, 1168
4371, 1, 1, -10, -6, -10, -3, -10, -4, -9, -4, 1053
4372, 1, 0, -10, -4, -10, -4, -10, -4, -10, -4, 1351
4373, 1, 1, -8, -4, -6, -5, -9, -6, -7, -5, 1941
4374, 1, 1, -10, -4, -5, -3, -3, -6, -6, -6, 834
4375, 1, 1, -11, -5, -15, -50, -11, -13, -11, -5, 1582
4376, 1, 0, -11, -4, -11, -4, -11, -4, -11, -4, 809
4377, 1, 1, -11, -3, -9, -6, -11, -7, -10, -7, 1540
4378, 1, 1, -5, -8, 1, 45, -8, -5, 8, -1, 615
4379, 1, 0, 24, 8, 24, 8, 24, 8, 24, 8, 303
4380, 1, 0, -16, -4, -16, -4, -16, -4, -16, -4, 258
4381, 1, 1, -8, -32, -2, -10, -8, -83, 7, -7, 1151
4382, 1, 1, -7, -9, -5, -7, -6, -8, -8, -7, 1483
4383, 1, 3, -6, -6, -7, -5, -6, -6, -7, -5, 2131
4384, 1, 0, -7, -5, -7, -5, -7, -5, -7, -5, 2182
4385, 1, 1, -5, -7, -5, -5, 5, -7, 26, -10, 1948
4386, 1, 3, -5, -7, -4, -6, -5, -7, -4, -6, 1460
4387, 1, 1, 21, -16, 13, -12, -2, -10, 16, -9, 434
4388, 1, 1, 13, -10, 27, -14, -11, -11, 11, -15, 345
4389, 1, 2, 29, -13, 29, -13, 6, -22, 6, -22, 157
4390, 1, 2, 16, -13, 16, -13, -16, -17, -16, -17, 244
4391, 1, 2, 1, -63, 1, -63, -11, -12, -11, -12, 233
4392, 1, 1, -46, -16, -16, -12, -22, -13, -13, -6, 667
4393, 1, 1, -12, -8, -15, -12, -12, -7, -12, -8, 821
4394, 1, 2, -26, -6, -26, -6, -14, -8, -14, -8, 274
4395, 1, 2, -3, -2, -3, -2, -4, -8, -4, -8, 156
4396, 1, 2, -12, -10, -12, -10, -26, -28, -26, -28, 116
4397, 1, 0, -14, -6, -14, -6, -14, -6, -14, -6, 255
4398, 1, 2, -14, -7, -14, -7, -12, -6, -12, -6, 443
4399, 1, 1, -14, -7, -15, -7, -13, -6, -16, -7, 837
4400, 1, 1, -14, -7, -16, -8, -16, -7, -12, -6, 368
4401, 1, 3, 0, -6, -18, -18, 0, -6, -18, -18, 144
4402, 1, 2, -12, 26, -12, 26, -80, -48, -80, -48, 124
4403, 1, 0, -20, -4, -20, -4, -20, -4, -20, -4, 318
4404, 1, 1, -18, -12, -19, -7, -18, 0, -18, -5, 601
4405, 1, 2, -16, -6, -16, -6, -17, -6, -17, -6, 1053
4406, 1, 1, 8, 16, -17, 4, -26, -2, -24, 8, 342
4407, 1, 3, -12, 20, -18, 9, -12, 20, -18, 9, 907
4408, 1, 1, -16, -5, -2, -8, -15, -4, -1, -9, 1096
4409, 1, 1, -15, -7, -7, -9, 9, -7, -17, -5, 1545
4410, 1, 1, -16, -9, -12, -8, -13, -5, -12, -5, 1074
4411, 1, 1, -22, -4, -18, -5, -14, -7, -18, -6, 293
4412, 1, 1, -19, -6, -20, -5, -32, -8, -20, -8, 572
4413, 1, 0, -19, -6, -19, -6, -19, -6, -19, -6, 1347
4414, 1, 3, -19, -6, -18, -6, -19, -6, -18, -6, 1708
4415, 1, 1, -21, -7, -17, -6, -20, -7, -19, -5, 2003
4416, 1, 0, -20, -6, -20, -6, -20, -6, -20, -6, 179
4417, 1, 1, -20, -6, -19, -8, -20, -6, -20, -6, 1054
4418, 1, 1, -19, -9, -18, -8, -19, -7, -18, -7, 954
4419, 1, 0, -20, -8, -20, -8, -20, -8, -20, -8, 288
4420, 1, 0, -20, -9, -20, -9, -20, -9, -20, -9, 140
4421, 1, 2, -20, 0, -20, 0, -20, -10, -20, -10, 106
4422, 1, 3, -20, -6, -24, -6, -20, -6, -24, -6, 143
4423, 1, 1, -23, -7, -20, -6, -21, -6, -20, -6, 602
4424, 1, 3, -21, -5, -26, -6, -21, -5, -26, -6, 224
4425, 1, 1, -26, -8, -27, -9, -26, -6, -25, -6, 661
4426, 1, 1, -23, -8, -22, -8, -25, -5, -20, -8, 1788
4427, 1, 1, -20, -7, -16, -12, -18, -11, -27, -12, 596
4428, 1, 0, -24, -8, -24, -8, -24, -8, -24, -8, 442
4429, 1, 0, -24, -8, -24, -8, -24, -8, -24, -8, 418
4430, 1, 2, -28, -7, -28, -7, -24, -8, -24, -8, 622
4431, 1, 0, -27, -7, -27, -7, -27, -7, -27, -7, 698
4432, 1, 3, -24, -6, -26, -4, -24, -6, -26, -4, 411
4433, 1, 0, -30, -6, -30, -6, -30, -6, -30, -6, 489
4434, 1, 1, -31, -7, -25, -7, -27, -9, -25, -10, 1714
4435, 1, 1, -26, -7, -24, -9, -24, -6, -28, -8, 700
4436, 1, 1, -23, -8, -24, -12, -26, -8, -29, -11, 741
4437, 1, 1, -30, -13, -32, -13, -78, -15, -22, -14, 436
4438, 1, 1, -30, -15, -30, -16, -46, -18, -31, -13, 370
4439, 1, 3, -25, -12, 0, 0, -25, -12, 0, 0, 261
4440, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124
4441, 1, 2, -8, 0, -8, 0, -16, 0, -16, 0, 105
4442, 1, 2, -4, -4, -4, -4, -8, 0, -8, 0, 200
4443, 1, 1, -6, -2, -6, -4, -4, 0, 0, -4, 169
4444, 1, 0, -4, -2, -4, -2, -4, -2, -4, -2, 217
4445, 1, 2, -6, -2, -6, -2, -6, 2, -6, 2, 154
4446, 1, 0, -6, -2, -6, -2, -6, -2, -6, -2, 195
4447, 1, 0, -4, 0, -4, 0, -4, 0, -4, 0, 156
4448, 1, 0, -12, 0, -12, 0, -12, 0, -12, 0, 276
4449, 1, 0, -8, -2, -8, -2, -8, -2, -8, -2, 374
4450, 1, 1, -9, 3, -3, 6, -9, 0, -22, 1, 722
4451, 1, 3, -4, -3, -1, -4, -4, -3, -1, -4, 1144
4452, 1, 1, 2, -2, -8, -4, 0, -2, -10, -2, 268
4453, 1, 1, -6, 46, -2, -37, -6, 32, -3, 16, 569
4454, 1, 1, 0, -34, 2, -31, 3, -36, 20, -64, 558
